,Date,Coefficient,Feature
390,2012-03-01,-0.0288573296178341,MSCI_emerging_log_1_diff
391,2012-03-01,0.0,NOAA_Index_1_diff
392,2012-03-01,-0.0,U_S__Treasury_10_years_nominal_yield_1_diff
393,2012-03-01,0.0,BRL_USD_log_1_diff
394,2012-03-01,0.0,VIX_log_1_diff
395,2012-03-01,0.0,DXY_log_1_diff
396,2012-03-01,0.0,Ibovespa_log_1_diff
397,2012-03-01,0.0,Brasil_CDS5Y_log_1_diff
398,2012-03-01,0.0,crb_metals_log_1_diff
399,2012-03-01,0.0,var_comercializaveis_bacen_lag1
400,2012-03-01,0.0,var_nucleo_por_exclusao_ex0_bacen_lag1
401,2012-03-01,-0.008606293752830054,caged_saldo_norte_1_diff_lag1
402,2012-03-01,-0.039173653915491706,caged_saldo_nordeste_1_diff_lag1
403,2012-03-01,-0.0008556062812297044,caged_saldo_brasil_1_diff_lag1
404,2012-03-01,0.00037059548042108956,crb_metals_log_1_diff_lag2
405,2012-03-01,-0.010646145678871493,consu_energia_outros_log_1_diff_lag2
406,2012-03-01,-0.0,PNAD_DESOC_2_diff_lag2
407,2012-03-01,-0.0,var_administrados_bacen_lag3
408,2012-03-01,0.0,var_bens_nao_duraveis_bacen_lag3
409,2012-03-01,0.0,var_livres_bacen_lag3
410,2012-03-01,0.0,var_nucleo_por_exclusao_ex1_bacen_lag3
411,2012-03-01,0.0,var_alimentacao_em_domicilio_bacen_lag3
412,2012-03-01,0.0,var_nucleo_ex_alimentacao_energia_exfe_bacen_lag3
413,2012-03-01,-0.0,var_incc_lag3
414,2012-03-01,0.004973123949451586,MSCI_emerging_log_1_diff_lag3
415,2012-03-01,-0.01543506383518113,crb_metals_log_1_diff_lag3
416,2012-03-01,0.00728195200953595,var_incc_lag4
417,2012-03-01,-0.023083331246881222,MSCI_emerging_log_1_diff_lag4
418,2012-03-01,-0.0,NOAA_Index_1_diff_lag4
419,2012-03-01,0.015062374660546832,BRL_USD_log_1_diff_lag4
420,2012-04-01,-0.007482810414412694,U_S__Treasury_10_years_nominal_yield_1_diff
