"var_ipc_fipe","var_ipca_15","var_ipc_br","ipca_monitor_1","ipca_monitor_11","ipca_monitor_2","ipca_monitor_5","ipca_monitor_6","ipca_monitor_8","ipca_monitor_9","ipca_monitor_0","ipca_focus","MSCI_emerging_log_1_diff","NOAA_Index_1_diff","U.S..Treasury.10.years.nominal.yield_1_diff","BRL_USD_log_1_diff","VIX_log_1_diff","DXY_log_1_diff","Ibovespa_log_1_diff","Brasil_CDS5Y_log_1_diff","crb_metals_log_1_diff","var_ipca_bacen_lag1","var_comercializaveis_bacen_lag1","var_administrados_bacen_lag1","var_bens_nao_duraveis_bacen_lag1","var_nucleo_por_exclusao_ex0_bacen_lag1","var_livres_bacen_lag1","var_nucleo_por_exclusao_ex1_bacen_lag1","var_alimentacao_em_domicilio_bacen_lag1","var_nucleo_ex_alimentacao_energia_exfe_bacen_lag1","var_incc_lag1","caged_saldo_sul_lag1","MSCI_emerging_log_1_diff_lag1","NOAA_Index_1_diff_lag1","U.S..Treasury.10.years.nominal.yield_1_diff_lag1","BRL_USD_log_1_diff_lag1","VIX_log_1_diff_lag1","DXY_log_1_diff_lag1","Ibovespa_log_1_diff_lag1","Brasil_CDS5Y_log_1_diff_lag1","crb_metals_log_1_diff_lag1","consu_energia_brasil_total_log_1_diff_lag1","consu_energia_industr_log_1_diff_lag1","consu_energia_residencia_log_1_diff_lag1","consu_energia_comercial_log_1_diff_lag1","consu_energia_outros_log_1_diff_lag1","base_monetaria_log_1_diff_lag1","consume_confidence_1_diff_lag1","caged_saldo_norte_1_diff_lag1","caged_saldo_nordeste_1_diff_lag1","caged_saldo_sudeste_1_diff_lag1","caged_saldo_sul_1_diff_lag1","caged_saldo_centro_oeste_1_diff_lag1","caged_saldo_brasil_1_diff_lag1","base_monetaria_2_diff_lag1","base_monetaria_log_2_diff_lag1","PNAD_DESOC_2_diff_lag1","var_ipca_bacen_lag2","var_administrados_bacen_lag2","var_bens_nao_duraveis_bacen_lag2","var_nucleo_por_exclusao_ex0_bacen_lag2","var_livres_bacen_lag2","var_nucleo_por_exclusao_ex1_bacen_lag2","var_alimentacao_em_domicilio_bacen_lag2","var_nucleo_ex_alimentacao_energia_exfe_bacen_lag2","var_incc_lag2","MSCI_emerging_log_1_diff_lag2","NOAA_Index_1_diff_lag2","U.S..Treasury.2.years.nominal.yield_1_diff_lag2","U.S..Treasury.10.years.nominal.yield_1_diff_lag2","BRL_USD_log_1_diff_lag2","VIX_log_1_diff_lag2","DXY_log_1_diff_lag2","Ibovespa_log_1_diff_lag2","Brasil_CDS5Y_log_1_diff_lag2","crb_metals_log_1_diff_lag2","consu_energia_brasil_total_log_1_diff_lag2","consu_energia_industr_log_1_diff_lag2","consu_energia_residencia_log_1_diff_lag2","consu_energia_comercial_log_1_diff_lag2","consu_energia_outros_log_1_diff_lag2","ibc_br_sa_log_1_diff_lag2","base_monetaria_log_1_diff_lag2","consume_confidence_1_diff_lag2","caged_saldo_norte_1_diff_lag2","caged_saldo_nordeste_1_diff_lag2","caged_saldo_sudeste_1_diff_lag2","caged_saldo_sul_1_diff_lag2","caged_saldo_centro_oeste_1_diff_lag2","caged_saldo_brasil_1_diff_lag2","base_monetaria_2_diff_lag2","base_monetaria_log_2_diff_lag2","PNAD_DESOC_2_diff_lag2","var_ipca_bacen_lag3","var_administrados_bacen_lag3","var_bens_nao_duraveis_bacen_lag3","var_livres_bacen_lag3","var_nucleo_por_exclusao_ex1_bacen_lag3","var_alimentacao_em_domicilio_bacen_lag3","var_nucleo_ex_alimentacao_energia_exfe_bacen_lag3","var_incc_lag3","MSCI_emerging_log_1_diff_lag3","NOAA_Index_1_diff_lag3","BRL_USD_log_1_diff_lag3","VIX_log_1_diff_lag3","DXY_log_1_diff_lag3","Ibovespa_log_1_diff_lag3","Brasil_CDS5Y_log_1_diff_lag3","crb_metals_log_1_diff_lag3","consu_energia_brasil_total_log_1_diff_lag3","consu_energia_industr_log_1_diff_lag3","consu_energia_residencia_log_1_diff_lag3","consu_energia_comercial_log_1_diff_lag3","consu_energia_outros_log_1_diff_lag3","ibc_br_sa_log_1_diff_lag3","base_monetaria_log_1_diff_lag3","consume_confidence_1_diff_lag3","caged_saldo_norte_1_diff_lag3","caged_saldo_nordeste_1_diff_lag3","caged_saldo_sudeste_1_diff_lag3","caged_saldo_sul_1_diff_lag3","caged_saldo_centro_oeste_1_diff_lag3","caged_saldo_brasil_1_diff_lag3","base_monetaria_2_diff_lag3","base_monetaria_log_2_diff_lag3","PNAD_DESOC_2_diff_lag3","var_ipca_bacen_lag4","var_administrados_bacen_lag4","var_bens_nao_duraveis_bacen_lag4","var_livres_bacen_lag4","var_nucleo_por_exclusao_ex1_bacen_lag4","var_alimentacao_em_domicilio_bacen_lag4","var_nucleo_ex_alimentacao_energia_exfe_bacen_lag4","var_incc_lag4","MSCI_emerging_log_1_diff_lag4","NOAA_Index_1_diff_lag4","BRL_USD_log_1_diff_lag4","VIX_log_1_diff_lag4","DXY_log_1_diff_lag4","Ibovespa_log_1_diff_lag4","Brasil_CDS5Y_log_1_diff_lag4","crb_metals_log_1_diff_lag4","consu_energia_brasil_total_log_1_diff_lag4","consu_energia_industr_log_1_diff_lag4","consu_energia_residencia_log_1_diff_lag4","consu_energia_comercial_log_1_diff_lag4","consu_energia_outros_log_1_diff_lag4","ibc_br_sa_log_1_diff_lag4","base_monetaria_log_1_diff_lag4","consume_confidence_1_diff_lag4","caged_saldo_norte_1_diff_lag4","caged_saldo_nordeste_1_diff_lag4","caged_saldo_sudeste_1_diff_lag4","caged_saldo_sul_1_diff_lag4","caged_saldo_centro_oeste_1_diff_lag4","caged_saldo_brasil_1_diff_lag4","base_monetaria_2_diff_lag4","base_monetaria_log_2_diff_lag4","PNAD_DESOC_2_diff_lag4","var_ipca_bacen","data","dummy"
1.12,0.45,0.82,2.33,2.94,0.472608696,1.107391304,-0.75,-1.77,0.04,0.567826087,0.45,-0.016169885,-0.3,-0.0208,-0.010022825,0.188860284,0.004249431,-0.031330368,-0.003239909,0.048513316,0.24,0.71,0.78,1.11,-0.21,0.05,-0.11,1.15,-0.13,0.72,41009,0.021862756,-0.2,0.1766,0.032792868,-0.160589954,-0.026892513,0.004439688,-0.038151058,0.03719793,0.035614766,0.044082917,0.012309676,0.051714436,0.044135056,0.02103872,-0.22,7007,34549,55460,17239,564,114828,8333960,0.02103872,0.665778041,0.36,1.23,0.23,0.04,0.06,0.21,0.14,0.07,1.17,0.085590371,-0.1,-0.0431,-0.1279,0.01554494,-0.131658526,-0.015744611,0.06964631,-0.082680584,0.044526533,0.057051239,0.102951433,0.026924537,0.056138071,0.016764183,0.030924307,0.045348342,2.41,9435,29459,75579,24591,7478,146408,17378286,0.045348342,0.511058326,0.26,0.89,0.34,0.04,0.03,0.45,0.03,0.34,0.07093227,-0.2,-0.080112748,0.00698961,-0.025490076,0.14811126,-0.235803138,0.0443809,-0.009875868,0.018982312,-0.031101332,-0.028636124,-0.010888819,0.048711452,0.053813338,3.61,16930,50613,156677,82295,23103,329679,19625375,0.053813338,0.485777175,-0.38,-1.02,0.11,-0.16,-0.19,0.33,-0.2,0.2,0.007652983,-0.3,0.056435851,-0.303858357,-0.002835637,0.04853991,-0.006933902,0.022363389,-0.031070249,0.012008477,-0.046697859,-0.101056149,-0.017523536,0.029352212,0.118343236,-15.15,17825,81036,278826,128571,43197,549527,39617690,0.118343236,0.372137708,0.64,2020-09-01,0
1.19,0.94,0.65,2.07,2.595,0.29375,0.749583333,-0.06,0.001666667,0.04,0.693333333,0.8,0.02038795,-0.3,0.1897,0.041332229,0.069810083,-0.000307848,-0.006453746,0.014590369,0.00679826,0.64,1.51,0.13,2.17,0.33,0.82,0.17,2.89,0.13,1.16,59509,-0.016169885,-0.3,-0.0208,-0.010022825,0.188860284,0.004249431,-0.031330368,-0.003239909,0.048513316,0.027893358,0.007878642,0.032212647,0.064438516,0.028524296,0.017912522,5.74,-1486,24301,31826,18500,2301,75439,7235104,0.017912522,0.11545853,0.24,0.78,1.11,-0.21,0.05,-0.11,1.15,-0.13,0.72,0.021862756,-0.2,0.0255,0.1766,0.032792868,-0.160589954,-0.026892513,0.004439688,-0.038151058,0.03719793,0.035614766,0.044082917,0.012309676,0.051714436,0.044135056,0.020246971,0.02103872,-0.22,7007,34549,55460,17239,564,114828,8333960,0.02103872,0.665778041,0.36,1.23,0.23,0.06,0.21,0.14,0.07,1.17,0.085590371,-0.1,0.01554494,-0.131658526,-0.015744611,0.06964631,-0.082680584,0.044526533,0.057051239,0.102951433,0.026924537,0.056138071,0.016764183,0.030924307,0.045348342,2.41,9435,29459,75579,24591,7478,146408,17378286,0.045348342,0.511058326,0.26,0.89,0.34,0.04,0.03,0.45,0.03,0.34,0.07093227,-0.2,-0.080112748,0.00698961,-0.025490076,0.14811126,-0.235803138,0.0443809,-0.009875868,0.018982312,-0.031101332,-0.028636124,-0.010888819,0.048711452,0.053813338,3.61,16930,50613,156677,82295,23103,329679,19625375,0.053813338,0.485777175,0.86,2020-10-01,0
1.03,0.81,0.94,2.14,2.825,0.223333333,1.112916667,0.17,0.02875,0.04,0.771666667,0.77,0.088458801,-0.1,-0.0348,-0.038509021,-0.202935082,-0.009628513,0.072270937,-0.225273307,0.032728111,0.86,1.71,0.23,2.03,0.72,1.08,0.52,2.57,0.57,1.73,90950,0.02038795,-0.3,0.1897,0.041332229,0.069810083,-0.000307848,-0.006453746,0.014590369,0.00679826,0.06179015,0.042878021,0.067139303,0.098088413,0.056110882,0.011082514,-0.75,-380,-15896,55139,31441,5077,75374,4541705,0.011082514,-0.309258481,0.64,0.13,2.17,0.33,0.82,0.17,2.89,0.13,1.16,-0.016169885,-0.3,-0.0039,-0.0208,-0.010022825,0.188860284,0.004249431,-0.031330368,-0.003239909,0.048513316,0.027893358,0.007878642,0.032212647,0.064438516,0.028524296,0.022334903,0.017912522,5.74,-1486,24301,31826,18500,2301,75439,7235104,0.017912522,0.11545853,0.24,0.78,1.11,0.05,-0.11,1.15,-0.13,0.72,0.021862756,-0.2,0.032792868,-0.160589954,-0.026892513,0.004439688,-0.038151058,0.03719793,0.035614766,0.044082917,0.012309676,0.051714436,0.044135056,0.020246971,0.02103872,-0.22,7007,34549,55460,17239,564,114828,8333960,0.02103872,0.665778041,0.36,1.23,0.23,0.06,0.21,0.14,0.07,1.17,0.085590371,-0.1,0.01554494,-0.131658526,-0.015744611,0.06964631,-0.082680584,0.044526533,0.057051239,0.102951433,0.026924537,0.056138071,0.016764183,0.030924307,0.045348342,2.41,9435,29459,75579,24591,7478,146408,17378286,0.045348342,0.511058326,0.89,2020-11-01,0
0.79,1.06,1.07,1.63,2.08,3.41625,0.693333333,0.04,0.61625,-0.01,1.142083333,1.21,0.070936892,0.1,0.0743,-0.052177605,-0.078510981,-0.021895701,0.096019686,-0.165355881,0.094058076,0.89,1.61,0.41,2.51,0.49,1.06,0.36,3.33,0.33,1.28,-821,0.088458801,-0.1,-0.0348,-0.038509021,-0.202935082,-0.009628513,0.072270937,-0.225273307,0.032728111,-0.035401717,-0.03343726,-0.024123638,-0.027996037,-0.06825738,0.008220235,4.04,-14576,-72413,-218004,-91771,-15420,20010,3401382,0.008220235,-0.223108732,0.86,0.23,2.03,0.72,1.08,0.52,2.57,0.57,1.73,0.02038795,-0.3,0.0255,0.1897,0.041332229,0.069810083,-0.000307848,-0.006453746,0.014590369,0.00679826,0.06179015,0.042878021,0.067139303,0.098088413,0.056110882,0.018047237,0.011082514,-0.75,-380,-15896,55139,31441,5077,75374,4541705,0.011082514,-0.309258481,0.64,0.13,2.17,0.82,0.17,2.89,0.13,1.16,-0.016169885,-0.3,-0.010022825,0.188860284,0.004249431,-0.031330368,-0.003239909,0.048513316,0.027893358,0.007878642,0.032212647,0.064438516,0.028524296,0.022334903,0.017912522,5.74,-1486,24301,31826,18500,2301,75439,7235104,0.017912522,0.11545853,0.24,0.78,1.11,0.05,-0.11,1.15,-0.13,0.72,0.021862756,-0.2,0.032792868,-0.160589954,-0.026892513,0.004439688,-0.038151058,0.03719793,0.035614766,0.044082917,0.012309676,0.051714436,0.044135056,0.020246971,0.02103872,-0.22,7007,34549,55460,17239,564,114828,8333960,0.02103872,0.665778041,1.35,2020-12-01,0
0.86,0.78,0.27,1.47,1.95,-1.55826087,0.314347826,0.31,0.31826087,-0.02,0.238695652,0.3,0.030190317,0.2,0.1523,0.04124821,0.106220922,-0.002918015,0.034292751,0.085970111,0.080267772,1.35,1.58,2.04,1.75,0.86,1.11,1.17,2.12,0.7,0.7,-23471,0.070936892,0.1,0.0743,-0.052177605,-0.078510981,-0.021895701,0.096019686,-0.165355881,0.094058076,0.01746623,-0.008417672,0.041016059,0.050453781,-0.007629628,0.030497669,0.06,-12194,3278,-10020,-22650,-17288,-491066,12866515,0.030497669,-0.178053869,0.89,0.41,2.51,0.49,1.06,0.36,3.33,0.33,1.28,0.088458801,-0.1,-0.004,-0.0348,-0.038509021,-0.202935082,-0.009628513,0.072270937,-0.225273307,0.032728111,-0.035401717,-0.03343726,-0.024123638,-0.027996037,-0.06825738,-0.00194126,0.008220235,4.04,-14576,-72413,-218004,-91771,-15420,20010,3401382,0.008220235,-0.223108732,0.86,0.23,2.03,1.08,0.52,2.57,0.57,1.73,0.02038795,-0.3,0.041332229,0.069810083,-0.000307848,-0.006453746,0.014590369,0.00679826,0.06179015,0.042878021,0.067139303,0.098088413,0.056110882,0.018047237,0.011082514,-0.75,-380,-15896,55139,31441,5077,75374,4541705,0.011082514,-0.309258481,0.64,0.13,2.17,0.82,0.17,2.89,0.13,1.16,-0.016169885,-0.3,-0.010022825,0.188860284,0.004249431,-0.031330368,-0.003239909,0.048513316,0.027893358,0.007878642,0.032212647,0.064438516,0.028524296,0.022334903,0.017912522,5.74,-1486,24301,31826,18500,2301,75439,7235104,0.017912522,0.11545853,0.25,2021-01-01,0
0.23,0.48,0.54,0.21,0.14,0.135217391,1.722608696,0.03,3.250869565,-0.05,0.637391304,0.68,0.007619438,0.1,0.3394,0.010647321,-0.068512615,0.004484574,-0.020449844,-0.00749272,0.051291869,0.25,0.63,-0.29,0.88,0.27,0.44,-0.03,1.06,0.26,0.89,82625,0.030190317,0.2,0.1523,0.04124821,0.106220922,-0.002918015,0.034292751,0.085970111,0.080267772,0.021864948,0.012061401,0.025291518,0.017662249,0.041044225,0.011810807,4.38,12847,27638,147975,106096,44604,339177,5089167,0.011810807,0.280980992,1.35,2.04,1.75,0.86,1.11,1.17,2.12,0.7,0.7,0.070936892,0.1,-0.0274,0.0743,-0.052177605,-0.078510981,-0.021895701,0.096019686,-0.165355881,0.094058076,0.01746623,-0.008417672,0.041016059,0.050453781,-0.007629628,0.003663666,0.030497669,0.06,-12194,3278,-10020,-22650,-17288,-491066,12866515,0.030497669,-0.178053869,0.89,0.41,2.51,1.06,0.36,3.33,0.33,1.28,0.088458801,-0.1,-0.038509021,-0.202935082,-0.009628513,0.072270937,-0.225273307,0.032728111,-0.035401717,-0.03343726,-0.024123638,-0.027996037,-0.06825738,-0.00194126,0.008220235,4.04,-14576,-72413,-218004,-91771,-15420,20010,3401382,0.008220235,-0.223108732,0.86,0.23,2.03,1.08,0.52,2.57,0.57,1.73,0.02038795,-0.3,0.041332229,0.069810083,-0.000307848,-0.006453746,0.014590369,0.00679826,0.06179015,0.042878021,0.067139303,0.098088413,0.056110882,0.018047237,0.011082514,-0.75,-380,-15896,55139,31441,5077,75374,4541705,0.011082514,-0.309258481,0.86,2021-02-01,0
0.71,0.93,1,0.16,0.14,0.9904,4.0112,0.77,0.1284,-0.13,1.096,0.96,-0.015203389,0.1,0.3355,0.040451795,-0.061729446,0.014787805,-0.031444641,0.232830845,0.045669307,0.86,0.73,1.69,0.71,0.65,0.58,0.48,0.28,0.53,1.89,103556,0.007619438,0.1,0.3394,0.010647321,-0.068512615,0.004484574,-0.020449844,-0.00749272,0.051291869,-0.037498483,-0.031194813,-0.058667406,-0.016200552,-0.03356364,-0.035349321,0.14,5516,12271,97853,20931,4247,140856,-15054176,-0.035349321,0.147281159,0.25,-0.29,0.88,0.27,0.44,-0.03,1.06,0.26,0.89,0.030190317,0.2,-0.0118,0.1523,0.04124821,0.106220922,-0.002918015,0.034292751,0.085970111,0.080267772,0.021864948,0.012061401,0.025291518,0.017662249,0.041044225,0.002649577,0.011810807,4.38,12847,27638,147975,106096,44604,339177,5089167,0.011810807,0.280980992,1.35,2.04,1.75,1.11,1.17,2.12,0.7,0.7,0.070936892,0.1,-0.052177605,-0.078510981,-0.021895701,0.096019686,-0.165355881,0.094058076,0.01746623,-0.008417672,0.041016059,0.050453781,-0.007629628,0.003663666,0.030497669,0.06,-12194,3278,-10020,-22650,-17288,-491066,12866515,0.030497669,-0.178053869,0.89,0.41,2.51,1.06,0.36,3.33,0.33,1.28,0.088458801,-0.1,-0.038509021,-0.202935082,-0.009628513,0.072270937,-0.225273307,0.032728111,-0.035401717,-0.03343726,-0.024123638,-0.027996037,-0.06825738,-0.00194126,0.008220235,4.04,-14576,-72413,-218004,-91771,-15420,20010,3401382,0.008220235,-0.223108732,0.93,2021-03-01,0
0.44,0.6,0.23,0.45,0.59,0.41826087,0.293913043,1.19,0.004782609,0.1,0.375652174,0.3,0.024585632,0.1,-0.1145,-0.014792028,-0.226482234,-0.004591294,0.046477439,0.006596893,0.016153081,0.93,0.59,2.81,0.32,0.39,0.28,0.26,-0.17,0.21,1.3,47532,-0.015203389,0.1,0.3355,0.040451795,-0.061729446,0.014787805,-0.031444641,0.232830845,0.045669307,0.050593167,0.080219084,0.029085167,0.064654701,0.010232165,-0.027425816,-3.33,-3395,-35876,-101658,-56024,-24595,-221585,-11318660,-0.027425816,0.300157391,0.86,1.69,0.71,0.65,0.58,0.48,0.28,0.53,1.89,0.007619438,0.1,0.0177,0.3394,0.010647321,-0.068512615,0.004484574,-0.020449844,-0.00749272,0.051291869,-0.037498483,-0.031194813,-0.058667406,-0.016200552,-0.03356364,0.009254052,-0.035349321,0.14,5516,12271,97853,20931,4247,140856,-15054176,-0.035349321,0.147281159,0.25,-0.29,0.88,0.44,-0.03,1.06,0.26,0.89,0.030190317,0.2,0.04124821,0.106220922,-0.002918015,0.034292751,0.085970111,0.080267772,0.021864948,0.012061401,0.025291518,0.017662249,0.041044225,0.002649577,0.011810807,4.38,12847,27638,147975,106096,44604,339177,5089167,0.011810807,0.280980992,1.35,2.04,1.75,1.11,1.17,2.12,0.7,0.7,0.070936892,0.1,-0.052177605,-0.078510981,-0.021895701,0.096019686,-0.165355881,0.094058076,0.01746623,-0.008417672,0.041016059,0.050453781,-0.007629628,0.003663666,0.030497669,0.06,-12194,3278,-10020,-22650,-17288,-491066,12866515,0.030497669,-0.178053869,0.31,2021-04-01,0
0.41,0.44,0.81,0.36,0.29,2.314347826,1.028695652,0.41,0.03,0.24,0.789565217,0.7,0.022920739,0.2,-0.0316,-0.04852608,0.119027833,-0.014226825,0.024278878,-0.143947267,0.060926965,0.31,0.47,0.38,0.4,0.24,0.28,0.39,0.47,0.4,0.9,19686,0.024585632,0.1,-0.1145,-0.014792028,-0.226482234,-0.004591294,0.046477439,0.006596893,0.016153081,-0.023263868,-0.024606039,0.007740035,-0.097590597,0.002946378,-0.012387225,-7.95,95,14699,-54036,-27846,4648,-62408,-5011334,-0.012387225,-0.112600245,0.93,2.81,0.32,0.39,0.28,0.26,-0.17,0.21,1.3,-0.015203389,0.1,0.0333,0.3355,0.040451795,-0.061729446,0.014787805,-0.031444641,0.232830845,0.045669307,0.050593167,0.080219084,0.029085167,0.064654701,0.010232165,-0.034236344,-0.027425816,-3.33,-3395,-35876,-101658,-56024,-24595,-221585,-11318660,-0.027425816,0.300157391,0.86,1.69,0.71,0.58,0.48,0.28,0.53,1.89,0.007619438,0.1,0.010647321,-0.068512615,0.004484574,-0.020449844,-0.00749272,0.051291869,-0.037498483,-0.031194813,-0.058667406,-0.016200552,-0.03356364,0.009254052,-0.035349321,0.14,5516,12271,97853,20931,4247,140856,-15054176,-0.035349321,0.147281159,0.25,-0.29,0.88,0.44,-0.03,1.06,0.26,0.89,0.030190317,0.2,0.04124821,0.106220922,-0.002918015,0.034292751,0.085970111,0.080267772,0.021864948,0.012061401,0.025291518,0.017662249,0.041044225,0.002649577,0.011810807,4.38,12847,27638,147975,106096,44604,339177,5089167,0.011810807,0.280980992,0.83,2021-05-01,0
0.81,0.83,0.64,0.53,0.59,1.318695652,1.119565217,-0.07,0.000869565,-0.02,0.593043478,0.58,0.00173124,0.1,-0.1263,-0.052938017,-0.148804573,0.008558059,0.053914756,-0.096049003,0.011572771,0.83,0.98,2.11,0.8,0.41,0.38,0.64,0.23,0.35,2.22,36413,0.022920739,0.2,-0.0316,-0.04852608,0.119027833,-0.014226825,0.024278878,-0.143947267,0.060926965,-0.04487702,0.003150022,-0.109452683,-0.063596647,-0.01288048,-0.003895879,0.95,8689,18405,114243,16727,6739,164783,-1563315,-0.003895879,-0.067904919,0.31,0.38,0.4,0.24,0.28,0.39,0.47,0.4,0.9,0.024585632,0.1,-0.0019,-0.1145,-0.014792028,-0.226482234,-0.004591294,0.046477439,0.006596893,0.016153081,-0.023263868,-0.024606039,0.007740035,-0.097590597,0.002946378,0.011156191,-0.012387225,-7.95,95,14699,-54036,-27846,4648,-62408,-5011334,-0.012387225,-0.112600245,0.93,2.81,0.32,0.28,0.26,-0.17,0.21,1.3,-0.015203389,0.1,0.040451795,-0.061729446,0.014787805,-0.031444641,0.232830845,0.045669307,0.050593167,0.080219084,0.029085167,0.064654701,0.010232165,-0.034236344,-0.027425816,-3.33,-3395,-35876,-101658,-56024,-24595,-221585,-11318660,-0.027425816,0.300157391,0.86,1.69,0.71,0.58,0.48,0.28,0.53,1.89,0.007619438,0.1,0.010647321,-0.068512615,0.004484574,-0.020449844,-0.00749272,0.051291869,-0.037498483,-0.031194813,-0.058667406,-0.016200552,-0.03356364,0.009254052,-0.035349321,0.14,5516,12271,97853,20931,4247,140856,-15054176,-0.035349321,0.147281159,0.53,2021-06-01,0
1.02,0.72,0.92,0.775,0.915,3.110416667,0.897083333,0.08,0.074583333,0,0.91125,0.95,-0.069667315,0,-0.2457,0.027575296,0.033901808,0.015739147,-0.023425989,0.061276721,0.012265793,0.53,0.8,0.81,0.51,0.45,0.43,0.54,0.33,0.42,2.16,42006,0.00173124,0.1,-0.1263,-0.052938017,-0.148804573,0.008558059,0.053914756,-0.096049003,0.011572771,-0.008767018,-0.017382547,0.002169017,-0.008370708,-0.009431914,0.006028418,1.42,4612,12222,-160,5593,9092,31331,2421630,0.006028418,-0.495810081,0.83,2.11,0.8,0.41,0.38,0.64,0.23,0.35,2.22,0.022920739,0.2,-0.0177,-0.0316,-0.04852608,0.119027833,-0.014226825,0.024278878,-0.143947267,0.060926965,-0.04487702,0.003150022,-0.109452683,-0.063596647,-0.01288048,0.005712029,-0.003895879,0.95,8689,18405,114243,16727,6739,164783,-1563315,-0.003895879,-0.067904919,0.31,0.38,0.4,0.28,0.39,0.47,0.4,0.9,0.024585632,0.1,-0.014792028,-0.226482234,-0.004591294,0.046477439,0.006596893,0.016153081,-0.023263868,-0.024606039,0.007740035,-0.097590597,0.002946378,0.011156191,-0.012387225,-7.95,95,14699,-54036,-27846,4648,-62408,-5011334,-0.012387225,-0.112600245,0.93,2.81,0.32,0.28,0.26,-0.17,0.21,1.3,-0.015203389,0.1,0.040451795,-0.061729446,0.014787805,-0.031444641,0.232830845,0.045669307,0.050593167,0.080219084,0.029085167,0.064654701,0.010232165,-0.034236344,-0.027425816,-3.33,-3395,-35876,-101658,-56024,-24595,-221585,-11318660,-0.027425816,0.300157391,0.96,2021-07-01,0
1.44,0.89,0.71,1.26,1.56,0.9076,0.9328,0.23,0.0096,-0.16,0.7112,0.68,0.025834869,-0.1,0.0865,0.016905356,-0.000884104,0.003080791,-0.046216106,0.04966376,0.002271383,0.96,0.56,1.68,0.63,0.68,0.7,0.91,0.78,0.48,0.85,42050,-0.069667315,0,-0.2457,0.027575296,0.033901808,0.015739147,-0.023425989,0.061276721,0.012265793,-0.005904259,0.02019604,-0.025232342,-0.025389655,-0.011345708,0.01699324,3.66,649,4316,2179,44,-497,6689,6905328,0.01699324,-0.520560055,0.53,0.81,0.51,0.45,0.43,0.54,0.33,0.42,2.16,0.00173124,0.1,0.1079,-0.1263,-0.052938017,-0.148804573,0.008558059,0.053914756,-0.096049003,0.011572771,-0.008767018,-0.017382547,0.002169017,-0.008370708,-0.009431914,0.001584901,0.006028418,1.42,4612,12222,-160,5593,9092,31331,2421630,0.006028418,-0.495810081,0.83,2.11,0.8,0.38,0.64,0.23,0.35,2.22,0.022920739,0.2,-0.04852608,0.119027833,-0.014226825,0.024278878,-0.143947267,0.060926965,-0.04487702,0.003150022,-0.109452683,-0.063596647,-0.01288048,0.005712029,-0.003895879,0.95,8689,18405,114243,16727,6739,164783,-1563315,-0.003895879,-0.067904919,0.31,0.38,0.4,0.28,0.39,0.47,0.4,0.9,0.024585632,0.1,-0.014792028,-0.226482234,-0.004591294,0.046477439,0.006596893,0.016153081,-0.023263868,-0.024606039,0.007740035,-0.097590597,0.002946378,0.011156191,-0.012387225,-7.95,95,14699,-54036,-27846,4648,-62408,-5011334,-0.012387225,-0.112600245,0.87,2021-08-01,0
1.13,1.14,1.43,1.335,1.68,2.998181818,1.674090909,0.05,0.020909091,0.14,1.158636364,1.175,-0.040555227,-0.2,0.1785,0.005776555,0.122126419,0.001908115,-0.055010398,0.030630611,-0.007940184,0.87,1.08,0.95,1.3,0.64,0.84,0.53,1.63,0.45,0.46,54011,0.025834869,-0.1,0.0865,0.016905356,-0.000884104,0.003080791,-0.046216106,0.04966376,0.002271383,0.017682553,0.009235237,0.011555911,0.034491304,0.031154234,0.006977544,1.01,-2763,28796,23994,11961,-5373,56619,2869535,0.006977544,-0.573037687,0.96,1.68,0.63,0.68,0.7,0.91,0.78,0.48,0.85,-0.069667315,0,-0.0647,-0.2457,0.027575296,0.033901808,0.015739147,-0.023425989,0.061276721,0.012265793,-0.005904259,0.02019604,-0.025232342,-0.025389655,-0.011345708,-0.003100107,0.01699324,3.66,649,4316,2179,44,-497,6689,6905328,0.01699324,-0.520560055,0.53,0.81,0.51,0.43,0.54,0.33,0.42,2.16,0.00173124,0.1,-0.052938017,-0.148804573,0.008558059,0.053914756,-0.096049003,0.011572771,-0.008767018,-0.017382547,0.002169017,-0.008370708,-0.009431914,0.001584901,0.006028418,1.42,4612,12222,-160,5593,9092,31331,2421630,0.006028418,-0.495810081,0.83,2.11,0.8,0.38,0.64,0.23,0.35,2.22,0.022920739,0.2,-0.04852608,0.119027833,-0.014226825,0.024278878,-0.143947267,0.060926965,-0.04487702,0.003150022,-0.109452683,-0.063596647,-0.01288048,0.005712029,-0.003895879,0.95,8689,18405,114243,16727,6739,164783,-1563315,-0.003895879,-0.067904919,1.16,2021-09-01,0
